"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"13650" 1 "T5" "P1" 1 "X29" "A23" "C3" "Compound" 0.815 1.5583174
"13651" 1 "T3" "P5" 5 "X15" "P271" "C1" "Compound" 1.867 1.558430718
"13652" 1 "T3" "P15" 15 "X94" "A226C" "Blank" "Blank" 0.466 1.558528428
"13653" 1 "T1" "P22" 22 "X35" "P88" "C4" "Compound" 0.466 1.558528428
"13654" 1 "T3" "P24" 24 "X91" "P152" "Blank" "Blank" 0.731 1.558635394
"13655" 1 "T4" "P31" 31 "X16" "A170B" "C1" "Compound" 0.837 1.558659218
"13656" 1 "T3" "P12" 12 "X88" "P162" "C4" "Compound" 0.664 1.558685446
"13657" 1 "T2" "P1" 1 "X6" "A28" "Control" "Control" 0.159 1.558823529
"13658" 1 "T1" "P1" 1 "X37" "A23" "C4" "Compound" 0.608 1.558974359
"13659" 1 "T3" "P10" 10 "X94" "P126" "Blank" "Blank" 0.502 1.559006211
"13660" 1 "T6" "P16" 16 "X32" "A341A" "C3" "Compound" 0.739 1.55907173
"13661" 1 "T3" "P23" 23 "X46" "P131" "Blank" "Blank" 0.683 1.559360731
"13662" 1 "T3" "P34" 34 "X75" "P120" "C3" "Compound" 0.538 1.55942029
"13663" 1 "T4" "P6" 6 "X8" "A170B" "Control" "Control" 0.393 1.55952381
"13664" 1 "T4" "P27" 27 "X35" "A92A.231" "C4" "Compound" 0.471 1.559602649
"13665" 1 "T5" "P3" 3 "X9" "A118" "C1" "Compound" 0.836 1.559701493
"13666" 1 "T2" "P24" 24 "X89" "P149" "Blank" "Blank" 0.666 1.55971897
"13667" 1 "T2" "P32" 32 "X89" "P70" "Blank" "Blank" 0.613 1.559796438
"13668" 1 "T3" "P22" 22 "X89" "P118A" "Blank" "Blank" 0.652 1.559808612
"13669" 1 "T4" "P32" 32 "X57" "P28" "C1" "Compound" 0.677 1.559907834
"13670" 1 "T3" "P25" 25 "X40" "A35" "C4" "Compound" 0.585 1.56
"13671" 1 "T6" "P18" 18 "X9" "A159" "C1" "Compound" 0.376 1.560165975
"13672" 1 "T6" "P31" 31 "X26" "A186" "C3" "Compound" 0.557 1.56022409
"13673" 1 "T6" "P25" 25 "X55" "A69B" "Control" "Control" 0.479 1.560260586
"13674" 1 "T6" "P17" 17 "X5" "P266" "Control" "Control" 0.504 1.560371517
"13675" 1 "T5" "P36" 36 "X37" "P145B" "C4" "Compound" 0.646 1.560386473
"13676" 1 "T3" "P31" 31 "X82" "P41" "C4" "Compound" 0.607 1.560411311
"13677" 1 "T2" "P31" 31 "X88" "P58" "C4" "Compound" 0.373 1.560669456
"13678" 1 "T6" "P34" 34 "X93" "P122B" "Blank" "Blank" 0.487 1.560897436
"13679" 1 "T5" "P20" 20 "X29" "P9" "C3" "Compound" 0.743 1.56092437
"13680" 1 "T6" "P4" 4 "X33" "A289" "C4" "Compound" 0.768 1.56097561
"13681" 1 "T4" "P2" 2 "X50" "A107" "Control" "Control" 0.729 1.561027837
"13682" 1 "T1" "P33" 33 "X52" "P95" "Control" "Control" 0.473 1.561056106
"13683" 1 "T4" "P28" 28 "X9" "A118" "C1" "Compound" 0.651 1.561151079
"13684" 1 "T4" "P10" 10 "X23" "P115" "C2" "Compound" 0.587 1.561170213
"13685" 1 "T6" "P5" 5 "X33" "P183B" "C4" "Compound" 0.587 1.561170213
"13686" 1 "T6" "P24" 24 "X35" "P143" "C4" "Compound" 0.637 1.56127451
"13687" 1 "T5" "P12" 12 "X86" "P155" "C4" "Compound" 0.637 1.56127451
"13688" 1 "T2" "P4" 4 "X33" "A118" "C4" "Compound" 0.559 1.561452514
"13689" 1 "T3" "P9" 9 "X3" "P88" "Control" "Control" 0.634 1.561576355
"13690" 1 "T3" "P12" 12 "X34" "P142" "C4" "Compound" 0.695 1.561797753
"13691" 1 "T1" "P11" 11 "X86" "P126" "C4" "Compound" 0.556 1.561797753
"13692" 1 "T3" "P16" 16 "X39" "A340B" "C4" "Compound" 0.467 1.56187291
"13693" 1 "T5" "P11" 11 "X38" "P131" "C4" "Compound" 0.603 1.562176166
"13694" 1 "T2" "P31" 31 "X57" "P28" "C1" "Compound" 0.678 1.562211982
"13695" 1 "T1" "P14" 14 "X46" "A28" "Blank" "Blank" 0.375 1.5625
"13696" 1 "T3" "P14" 14 "X95" "A112B" "Blank" "Blank" 0.35 1.5625
"13697" 1 "T6" "P28" 28 "X69" "A345" "C2" "Compound" 0.8 1.5625
"13698" 1 "T6" "P11" 11 "X75" "P139A" "C3" "Compound" 0.525 1.5625
"13699" 1 "T4" "P21" 21 "X34" "P60" "C4" "Compound" 0.597 1.562827225
"13700" 1 "T3" "P25" 25 "X92" "A55" "Blank" "Blank" 0.372 1.56302521
"13701" 1 "T4" "P29" 29 "X56" "P183A" "Control" "Control" 0.644 1.563106796
"13702" 1 "T5" "P36" 36 "X71" "P160" "C2" "Compound" 0.544 1.563218391
"13703" 1 "T2" "P3" 3 "X51" "A109A" "Control" "Control" 0.974 1.563402889
"13704" 1 "T6" "P13" 13 "X83" "A52" "C4" "Compound" 0.763 1.56352459
"13705" 1 "T2" "P4" 4 "X35" "A120" "C4" "Compound" 0.552 1.563739377
"13706" 1 "T2" "P35" 35 "X34" "P128A.12" "C4" "Compound" 0.699 1.563758389
"13707" 1 "T6" "P24" 24 "X15" "P147" "C1" "Compound" 0.857 1.563868613
"13708" 1 "T2" "P34" 34 "X89" "P118A" "Blank" "Blank" 0.635 1.564039409
"13709" 1 "T1" "P2" 2 "X29" "A92B" "C3" "Compound" 0.635 1.564039409
"13710" 1 "T3" "P5" 5 "X7" "P271" "Control" "Control" 0.951 1.564144737
"13711" 1 "T2" "P12" 12 "X58" "P138" "C1" "Compound" 0.668 1.56440281
"13712" 1 "T2" "P23" 23 "X8" "P133" "Control" "Control" 1.02 1.564417178
"13713" 1 "T3" "P13" 13 "X41" "A3" "Blank" "Blank" 0.546 1.564469914
"13714" 1 "T6" "P8" 8 "X56" "P78" "Control" "Control" 0.618 1.564556962
"13715" 1 "T1" "P36" 36 "X28" "P144" "C3" "Compound" 0.884 1.56460177
"13716" 1 "T6" "P21" 21 "X13" "P9" "C1" "Compound" 0.676 1.564814815
"13717" 1 "T1" "P22" 22 "X89" "P92" "Blank" "Blank" 0.612 1.565217391
"13718" 1 "T6" "P27" 27 "X33" "A118" "C4" "Compound" 0.468 1.565217391
"13719" 1 "T1" "P33" 33 "X37" "P9" "C4" "Compound" 0.684 1.565217391
"13720" 1 "T5" "P10" 10 "X47" "P115" "Blank" "Blank" 0.526 1.56547619
"13721" 1 "T5" "P35" 35 "X19" "P128A.22" "C2" "Compound" 0.609 1.565552699
"13722" 1 "T2" "P1" 1 "X30" "A28" "C3" "Compound" 0.155 1.565656566
"13723" 1 "T6" "P14" 14 "X71" "A112B" "C2" "Compound" 0.667 1.5657277
"13724" 1 "T5" "P23" 23 "X57" "P149" "C1" "Compound" 0.44 1.565836299
"13725" 1 "T2" "P25" 25 "X30" "A28" "C3" "Compound" 0.166 1.566037736
"13726" 1 "T3" "P8" 8 "X71" "P77" "C2" "Compound" 0.603 1.566233766
"13727" 1 "T1" "P25" 25 "X65" "P149" "C2" "Compound" 0.838 1.56635514
"13728" 1 "T3" "P31" 31 "X83" "P50" "C4" "Compound" 0.531 1.566371681
"13729" 1 "T5" "P31" 31 "X55" "P57" "Control" "Control" 0.636 1.566502463
"13730" 1 "T5" "P5" 5 "X51" "A151A" "Control" "Control" 0.835 1.566604128
"13731" 1 "T4" "P19" 19 "X77" "A179A" "C3" "Compound" 0.763 1.566735113
"13732" 1 "T3" "P1" 1 "X75" "A52" "C3" "Compound" 0.481 1.566775244
"13733" 1 "T4" "P23" 23 "X44" "P112" "Blank" "Blank" 0.644 1.566909976
"13734" 1 "T3" "P26" 26 "X56" "A115" "Control" "Control" 0.398 1.566929134
"13735" 1 "T6" "P13" 13 "X75" "A52" "C3" "Compound" 0.486 1.567741935
"13736" 1 "T5" "P36" 36 "X61" "P154" "C1" "Compound" 0.671 1.567757009
"13737" 1 "T1" "P31" 31 "X29" "P103" "C3" "Compound" 0.613 1.567774936
"13738" 1 "T3" "P4" 4 "X1" "A289" "Control" "Control" 0.497 1.567823344
"13739" 1 "T6" "P15" 15 "X68" "A190" "C2" "Compound" 0.624 1.567839196
"13740" 1 "T4" "P1" 1 "X29" "A23" "C3" "Compound" 0.82 1.567877629
"13741" 1 "T6" "P10" 10 "X73" "P118A" "C3" "Compound" 0.726 1.568034557
"13742" 1 "T6" "P19" 19 "X21" "P103" "C2" "Compound" 0.864 1.568058076
"13743" 1 "T4" "P16" 16 "X73" "A141" "C3" "Compound" 0.334 1.568075117
"13744" 1 "T5" "P2" 2 "X51" "A109A" "Control" "Control" 0.977 1.568218299
"13745" 1 "T1" "P14" 14 "X1" "A3" "Control" "Control" 0.563 1.568245125
"13746" 1 "T4" "P2" 2 "X74" "A107" "C3" "Compound" 0.712 1.568281938
"13747" 1 "T5" "P28" 28 "X93" "A345" "Blank" "Blank" 0.745 1.568421053
"13748" 1 "T6" "P22" 22 "X8" "P117" "Control" "Control" 0.618 1.568527919
"13749" 1 "T4" "P3" 3 "X94" "A226C" "Blank" "Blank" 0.48 1.568627451
"13750" 1 "T5" "P28" 28 "X54" "A348" "Control" "Control" 0.16 1.568627451
"13751" 1 "T2" "P15" 15 "X19" "A120" "C2" "Compound" 0.411 1.56870229
"13752" 1 "T4" "P20" 20 "X91" "P50" "Blank" "Blank" 0.637 1.568965517
"13753" 1 "T4" "P9" 9 "X3" "P88" "Control" "Control" 0.637 1.568965517
"13754" 1 "T1" "P30" 30 "X9" "P183B" "C1" "Compound" 0.659 1.569047619
"13755" 1 "T6" "P5" 5 "X35" "P224" "C4" "Compound" 0.568 1.569060773
"13756" 1 "T1" "P31" 31 "X15" "P106" "C1" "Compound" 0.714 1.569230769
"13757" 1 "T3" "P15" 15 "X58" "A143" "C1" "Compound" 0.408 1.569230769
"13758" 1 "T2" "P5" 5 "X20" "A335" "C2" "Compound" 0.995 1.569400631
"13759" 1 "T4" "P33" 33 "X43" "P61" "Blank" "Blank" 0.667 1.569411765
"13760" 1 "T3" "P24" 24 "X70" "P155" "C2" "Compound" 0.697 1.56981982
"13761" 1 "T6" "P7" 7 "X64" "P58" "C1" "Compound" 0.719 1.569868996
"13762" 1 "T6" "P19" 19 "X35" "A187" "C4" "Compound" 0.493 1.570063694
"13763" 1 "T1" "P15" 15 "X60" "A110A" "C1" "Compound" 0.168 1.570093458
"13764" 1 "T2" "P34" 34 "X2" "P111" "Control" "Control" 0.672 1.570093458
"13765" 1 "T1" "P30" 30 "X61" "A155B" "C1" "Compound" 0.526 1.570149254
"13766" 1 "T2" "P12" 12 "X88" "P140C.2" "C4" "Compound" 0.636 1.57037037
"13767" 1 "T1" "P14" 14 "X2" "A12" "Control" "Control" 0.556 1.570621469
"13768" 1 "T2" "P17" 17 "X11" "P224" "C1" "Compound" 0.845 1.57063197
"13769" 1 "T6" "P20" 20 "X9" "P59" "C1" "Compound" 0.688 1.570776256
"13770" 1 "T4" "P25" 25 "X47" "P147" "Blank" "Blank" 0.399 1.570866142
"13771" 1 "T5" "P6" 6 "X7" "A170A" "Control" "Control" 0.41 1.570881226
"13772" 1 "T2" "P18" 18 "X4" "A168" "Control" "Control" 0.52 1.570996979
"13773" 1 "T6" "P5" 5 "X4" "P234" "Control" "Control" 0.608 1.571059432
"13774" 1 "T4" "P13" 13 "X86" "P155" "C4" "Compound" 0.641 1.571078431
"13775" 1 "T5" "P27" 27 "X87" "A245" "C4" "Compound" 0.762 1.571134021
"13776" 1 "T6" "P7" 7 "X46" "P104" "Blank" "Blank" 0.594 1.571428571
"13777" 1 "T1" "P29" 29 "X11" "A334" "C1" "Compound" 0.495 1.571428571
"13778" 1 "T6" "P35" 35 "X16" "P133" "C1" "Compound" 0.627 1.571428571
"13779" 1 "T2" "P22" 22 "X22" "P114" "C2" "Compound" 0.627 1.571428571
"13780" 1 "T1" "P1" 1 "X74" "A51" "C3" "Compound" 0.429 1.571428571
"13781" 1 "T3" "P19" 19 "X34" "A186" "C4" "Compound" 0.462 1.571428571
"13782" 1 "T1" "P32" 32 "X36" "P63" "C4" "Compound" 0.165 1.571428571
"13783" 1 "T6" "P15" 15 "X38" "A125" "C4" "Compound" 0.616 1.571428571
"13784" 1 "T5" "P36" 36 "X83" "P152" "C4" "Compound" 0.99 1.571428571
"13785" 1 "T3" "P34" 34 "X87" "P127" "C4" "Compound" 0.66 1.571428571
"13786" 1 "T5" "P27" 27 "X21" "A122" "C2" "Compound" 0.58 1.571815718
"13787" 1 "T2" "P26" 26 "X29" "A92B" "C3" "Compound" 0.492 1.571884984
"13788" 1 "T1" "P20" 20 "X65" "P28" "C2" "Compound" 0.393 1.572
"13789" 1 "T6" "P18" 18 "X20" "A168" "C2" "Compound" 0.632 1.572139303
"13790" 1 "T6" "P13" 13 "X17" "A3" "C2" "Compound" 0.915 1.572164948
"13791" 1 "T5" "P12" 12 "X80" "A88" "C3" "Compound" 1.063 1.572485207
"13792" 1 "T3" "P24" 24 "X1" "P141" "Control" "Control" 0.607 1.57253886
"13793" 1 "T3" "P25" 25 "X43" "A17A" "Blank" "Blank" 0.368 1.572649573
"13794" 1 "T4" "P9" 9 "X29" "P9" "C3" "Compound" 0.552 1.572649573
"13795" 1 "T2" "P15" 15 "X65" "A141" "C2" "Compound" 0.681 1.572748268
"13796" 1 "T2" "P10" 10 "X52" "P95" "Control" "Control" 0.508 1.572755418
"13797" 1 "T3" "P18" 18 "X11" "A161" "C1" "Compound" 0.409 1.573076923
"13798" 1 "T2" "P17" 17 "X10" "P192" "C1" "Compound" 0.807 1.573099415
"13799" 1 "T3" "P33" 33 "X25" "P81" "C3" "Compound" 0.538 1.573099415
"13800" 1 "T4" "P31" 31 "X64" "Control_Neg" "C1" "Compound" 0.796 1.57312253
"13801" 1 "T4" "P14" 14 "X81" "A44" "C4" "Compound" 0.656 1.573141487
"13802" 1 "T5" "P36" 36 "X82" "P150" "C4" "Compound" 0.914 1.573149742
"13803" 1 "T5" "P4" 4 "X10" "A321" "C1" "Compound" 0.774 1.573170732
"13804" 1 "T5" "P21" 21 "X65" "P118A" "C2" "Compound" 0.741 1.573248408
"13805" 1 "T3" "P35" 35 "X19" "P128A.22" "C2" "Compound" 0.612 1.573264781
"13806" 1 "T6" "P5" 5 "X15" "P271" "C1" "Compound" 1.885 1.57345576
"13807" 1 "T1" "P15" 15 "X46" "A94A" "Blank" "Blank" 0.587 1.573726542
"13808" 1 "T4" "P16" 16 "X67" "A144" "C2" "Compound" 0.768 1.573770492
"13809" 1 "T6" "P20" 20 "X96" "P78" "Blank" "Blank" 0.181 1.573913043
"13810" 1 "T2" "P14" 14 "X85" "A111" "C4" "Compound" 0.691 1.574031891
"13811" 1 "T1" "P19" 19 "X39" "A170A" "C4" "Compound" 0.754 1.574112735
"13812" 1 "T4" "P4" 4 "X20" "A335" "C2" "Compound" 0.998 1.574132492
"13813" 1 "T4" "P15" 15 "X57" "A102" "C1" "Compound" 0.414 1.574144487
"13814" 1 "T4" "P27" 27 "X55" "A112B" "Control" "Control" 0.414 1.574144487
"13815" 1 "T4" "P14" 14 "X57" "A44" "C1" "Compound" 0.466 1.574324324
"13816" 1 "T2" "P13" 13 "X53" "P154" "Control" "Control" 0.518 1.574468085
"13817" 1 "T6" "P15" 15 "X93" "A226B" "Blank" "Blank" 0.485 1.574675325
"13818" 1 "T6" "P11" 11 "X2" "P128A.12" "Control" "Control" 0.622 1.574683544
"13819" 1 "T3" "P25" 25 "X83" "A52" "C4" "Compound" 0.474 1.574750831
"13820" 1 "T4" "P36" 36 "X61" "P154" "C1" "Compound" 0.674 1.574766355
"13821" 1 "T4" "P26" 26 "X53" "A65B" "Control" "Control" 0.578 1.57493188
"13822" 1 "T4" "P31" 31 "X83" "A176" "C4" "Compound" 0.704 1.574944072
"13823" 1 "T2" "P30" 30 "X37" "A169A" "C4" "Compound" 0.504 1.575
"13824" 1 "T5" "P31" 31 "X56" "P58" "Control" "Control" 0.63 1.575
"13825" 1 "T3" "P1" 1 "X17" "A3" "C2" "Compound" 0.901 1.575174825
"13826" 1 "T5" "P33" 33 "X14" "P91A" "C1" "Compound" 0.66 1.575178998
"13827" 1 "T2" "P28" 28 "X10" "A321" "C1" "Compound" 0.523 1.575301205
"13828" 1 "T5" "P31" 31 "X14" "P104" "C1" "Compound" 0.69 1.575342466
"13829" 1 "T3" "P33" 33 "X73" "P92" "C3" "Compound" 0.857 1.575367647
"13830" 1 "T3" "P6" 6 "X8" "A170B" "Control" "Control" 0.397 1.575396825
"13831" 1 "T1" "P28" 28 "X12" "A121" "C1" "Compound" 0.167 1.575471698
"13832" 1 "T4" "P4" 4 "X19" "A334" "C2" "Compound" 0.939 1.575503356
"13833" 1 "T3" "P19" 19 "X88" "P58" "C4" "Compound" 0.386 1.575510204
"13834" 1 "T3" "P18" 18 "X89" "A174" "Blank" "Blank" 0.364 1.575757576
"13835" 1 "T1" "P9" 9 "X46" "P66" "Blank" "Blank" 0.457 1.575862069
"13836" 1 "T1" "P35" 35 "X28" "P128B" "C3" "Compound" 0.457 1.575862069
"13837" 1 "T3" "P27" 27 "X35" "A120" "C4" "Compound" 0.405 1.575875486
"13838" 1 "T2" "P30" 30 "X25" "A159" "C3" "Compound" 0.55 1.575931232
"13839" 1 "T2" "P8" 8 "X47" "P106" "Blank" "Blank" 0.58 1.576086957
"13840" 1 "T3" "P21" 21 "X38" "P91A" "C4" "Compound" 0.963 1.576104746
"13841" 1 "T5" "P20" 20 "X3" "P88" "Control" "Control" 0.755 1.576200418
"13842" 1 "T6" "P29" 29 "X34" "P192" "C4" "Compound" 0.547 1.576368876
"13843" 1 "T5" "P25" 25 "X88" "A88" "C4" "Compound" 0.681 1.576388889
"13844" 1 "T5" "P29" 29 "X8" "A147" "Control" "Control" 0.741 1.576595745
"13845" 1 "T4" "P8" 8 "X77" "P74B" "C3" "Compound" 0.566 1.576601671
"13846" 1 "T5" "P12" 12 "X1" "A3" "Control" "Control" 0.566 1.576601671
"13847" 1 "T2" "P27" 27 "X25" "A118" "C3" "Compound" 0.607 1.576623377
"13848" 1 "T5" "P19" 19 "X11" "P61" "C1" "Compound" 0.73 1.576673866
"13849" 1 "T1" "P9" 9 "X6" "P66" "Control" "Control" 0.164 1.576923077
"13850" 1 "T5" "P35" 35 "X53" "P140A" "Control" "Control" 0.522 1.577039275
"13851" 1 "T5" "P23" 23 "X59" "P152" "C1" "Compound" 0.481 1.57704918
"13852" 1 "T3" "P11" 11 "X41" "P128A.112" "Blank" "Blank" 0.593 1.57712766
"13853" 1 "T6" "P13" 13 "X93" "A65B" "Blank" "Blank" 0.817 1.577220077
"13854" 1 "T2" "P1" 1 "X47" "A34" "Blank" "Blank" 0.347 1.577272727
"13855" 1 "T6" "P12" 12 "X41" "P141" "Blank" "Blank" 0.5 1.577287066
"13856" 1 "T4" "P36" 36 "X37" "P145B" "C4" "Compound" 0.653 1.577294686
"13857" 1 "T5" "P12" 12 "X87" "P160" "C4" "Compound" 0.653 1.577294686
"13858" 1 "T6" "P35" 35 "X4" "P128B" "Control" "Control" 0.571 1.577348066
"13859" 1 "T1" "P19" 19 "X41" "A159" "Blank" "Blank" 0.642 1.577395577
"13860" 1 "T1" "P12" 12 "X53" "P140A" "Control" "Control" 0.489 1.577419355
"13861" 1 "T6" "P35" 35 "X3" "P128A.22" "Control" "Control" 0.56 1.577464789
"13862" 1 "T2" "P9" 9 "X1" "P59" "Control" "Control" 0.609 1.577720207
"13863" 1 "T5" "P15" 15 "X7" "A340B" "Control" "Control" 0.486 1.577922078
"13864" 1 "T5" "P26" 26 "X80" "A115" "C3" "Compound" 0.658 1.57793765
"13865" 1 "T5" "P2" 2 "X49" "A102" "Control" "Control" 0.707 1.578125
"13866" 1 "T6" "P36" 36 "X88" "P162" "C4" "Compound" 0.535 1.578171091
"13867" 1 "T3" "P11" 11 "X52" "P139C" "Control" "Control" 0.494 1.57827476
"13868" 1 "T3" "P30" 30 "X17" "A159" "C2" "Compound" 0.734 1.578494624
"13869" 1 "T1" "P26" 26 "X40" "A35" "C4" "Compound" 0.592 1.578666667
"13870" 1 "T2" "P13" 13 "X44" "P144" "Blank" "Blank" 0.682 1.578703704
"13871" 1 "T1" "P26" 26 "X47" "A34" "Blank" "Blank" 0.401 1.578740157
"13872" 1 "T2" "P22" 22 "X14" "P114" "C1" "Compound" 0.75 1.578947368
"13873" 1 "T3" "P22" 22 "X20" "P112" "C2" "Compound" 0.63 1.578947368
"13874" 1 "T1" "P16" 16 "X17" "A118" "C2" "Compound" 0.619 1.579081633
"13875" 1 "T1" "P32" 32 "X7" "P67" "Control" "Control" 0.458 1.579310345
"13876" 1 "T3" "P34" 34 "X2" "P111" "Control" "Control" 0.676 1.579439252
"13877" 1 "T6" "P13" 13 "X71" "A69B" "C2" "Compound" 0.815 1.579457364
"13878" 1 "T4" "P33" 33 "X86" "P76" "C4" "Compound" 0.477 1.579470199
"13879" 1 "T4" "P32" 32 "X4" "P101" "Control" "Control" 0.616 1.579487179
"13880" 1 "T4" "P35" 35 "X51" "P120" "Control" "Control" 0.526 1.57957958
"13881" 1 "T4" "P10" 10 "X91" "P120" "Blank" "Blank" 0.496 1.579617834
"13882" 1 "T1" "P23" 23 "X29" "P113" "C3" "Compound" 0.436 1.579710145
"13883" 1 "T5" "P2" 2 "X85" "A111" "C4" "Compound" 0.763 1.579710145
"13884" 1 "T5" "P26" 26 "X20" "A92A.22" "C2" "Compound" 0.951 1.579734219
"13885" 1 "T2" "P13" 13 "X45" "P145B" "Blank" "Blank" 0.703 1.579775281
"13886" 1 "T3" "P35" 35 "X46" "P131" "Blank" "Blank" 0.692 1.579908676
"13887" 1 "T5" "P3" 3 "X52" "A190" "Control" "Control" 1.117 1.579915134
"13888" 1 "T3" "P28" 28 "X70" "A348" "C2" "Compound" 0.741 1.579957356
"13889" 1 "T4" "P1" 1 "X26" "A12" "C3" "Compound" 0.937 1.58010118
"13890" 1 "T6" "P25" 25 "X75" "A55" "C3" "Compound" 0.493 1.580128205
"13891" 1 "T6" "P32" 32 "X89" "P70" "Blank" "Blank" 0.621 1.580152672
"13892" 1 "T2" "P7" 7 "X87" "A180A" "C4" "Compound" 0.384 1.580246914
"13893" 1 "T5" "P11" 11 "X88" "P140C.2" "C4" "Compound" 0.64 1.580246914
"13894" 1 "T6" "P2" 2 "X73" "A102" "C3" "Compound" 0.689 1.580275229
"13895" 1 "T2" "P35" 35 "X51" "P139A" "Control" "Control" 0.561 1.58028169
"13896" 1 "T6" "P14" 14 "X28" "A92A.22" "C3" "Compound" 0.836 1.580340265
"13897" 1 "T6" "P32" 32 "X63" "P77" "C1" "Compound" 0.392 1.580645161
"13898" 1 "T1" "P33" 33 "X46" "P91A" "Blank" "Blank" 0.46 1.580756014
"13899" 1 "T4" "P15" 15 "X61" "A111" "C1" "Compound" 0.547 1.580924855
"13900" 1 "T6" "P33" 33 "X7" "P91B" "Control" "Control" 0.664 1.580952381
"13901" 1 "T6" "P14" 14 "X37" "A92B" "C4" "Compound" 0.449 1.580985915
"13902" 1 "T5" "P21" 21 "X14" "P114" "C1" "Compound" 0.751 1.581052632
"13903" 1 "T5" "P12" 12 "X58" "A51" "C1" "Compound" 0.585 1.581081081
"13904" 1 "T6" "P17" 17 "X56" "A157B" "Control" "Control" 0.234 1.581081081
"13905" 1 "T5" "P25" 25 "X27" "A17A" "C3" "Compound" 0.816 1.581395349
"13906" 1 "T5" "P13" 13 "X31" "A99A" "C3" "Compound" 1.292 1.581395349
"13907" 1 "T4" "P13" 13 "X83" "P152" "C4" "Compound" 0.699 1.581447964
"13908" 1 "T5" "P23" 23 "X41" "P141" "Blank" "Blank" 0.563 1.581460674
"13909" 1 "T6" "P13" 13 "X43" "A17A" "Blank" "Blank" 0.465 1.581632653
"13910" 1 "T1" "P27" 27 "X75" "A110A" "C3" "Compound" 0.62 1.581632653
"13911" 1 "T5" "P35" 35 "X34" "P128A.12" "C4" "Compound" 0.707 1.581655481
"13912" 1 "T4" "P8" 8 "X19" "P61" "C2" "Compound" 0.609 1.581818182
"13913" 1 "T6" "P10" 10 "X75" "P120" "C3" "Compound" 0.704 1.582022472
"13914" 1 "T6" "P33" 33 "X14" "P91A" "C1" "Compound" 0.663 1.582338902
"13915" 1 "T1" "P8" 8 "X25" "A182" "C3" "Compound" 0.557 1.582386364
"13916" 1 "T1" "P27" 27 "X96" "A115" "Blank" "Blank" 0.182 1.582608696
"13917" 1 "T5" "P21" 21 "X23" "P115" "C2" "Compound" 0.622 1.582697201
"13918" 1 "T5" "P33" 33 "X81" "P92" "C4" "Compound" 0.391 1.582995951
"13919" 1 "T3" "P13" 13 "X75" "A55" "C3" "Compound" 0.467 1.583050847
"13920" 1 "T6" "P35" 35 "X2" "P128A.12" "Control" "Control" 0.543 1.583090379
"13921" 1 "T6" "P36" 36 "X59" "P152" "C1" "Compound" 0.562 1.583098592
"13922" 1 "T4" "P21" 21 "X27" "P61" "C3" "Compound" 0.532 1.583333333
"13923" 1 "T4" "P22" 22 "X4" "P89" "Control" "Control" 0.665 1.583333333
"13924" 1 "T2" "P3" 3 "X69" "A111" "C2" "Compound" 0.578 1.583561644
"13925" 1 "T2" "P22" 22 "X21" "P113" "C2" "Compound" 0.719 1.583700441
"13926" 1 "T6" "P35" 35 "X20" "P128B" "C2" "Compound" 0.643 1.583743842
"13927" 1 "T2" "P23" 23 "X26" "P128A.12" "C3" "Compound" 0.605 1.583769634
"13928" 1 "T4" "P35" 35 "X49" "P118A" "Control" "Control" 0.491 1.583870968
"13929" 1 "T5" "P35" 35 "X16" "P133" "C1" "Compound" 0.632 1.5839599
"13930" 1 "T2" "P14" 14 "X86" "A112A" "C4" "Compound" 0.754 1.584033613
"13931" 1 "T6" "P14" 14 "X27" "A92A.231" "C3" "Compound" 0.819 1.584139265
"13932" 1 "T4" "P19" 19 "X44" "A168" "Blank" "Blank" 0.545 1.584302326
"13933" 1 "T3" "P35" 35 "X50" "P138" "Control" "Control" 0.545 1.584302326
"13934" 1 "T1" "P25" 25 "X28" "P144" "C3" "Compound" 0.93 1.584327087
"13935" 1 "T4" "P33" 33 "X14" "P66" "C1" "Compound" 0.629 1.584382872
"13936" 1 "T6" "P30" 30 "X13" "A169A" "C1" "Compound" 0.488 1.584415584
"13937" 1 "T6" "P15" 15 "X92" "A190" "Blank" "Blank" 0.496 1.584664537
"13938" 1 "T2" "P13" 13 "X35" "A17A" "C4" "Compound" 0.897 1.584805654
"13939" 1 "T4" "P32" 32 "X31" "P106" "C3" "Compound" 0.439 1.584837545
"13940" 1 "T5" "P20" 20 "X50" "P93" "Control" "Control" 0.653 1.584951456
"13941" 1 "T1" "P16" 16 "X81" "A141" "C4" "Compound" 0.401 1.584980237
"13942" 1 "T4" "P11" 11 "X4" "P128B" "Control" "Control" 0.615 1.585051546
"13943" 1 "T2" "P19" 19 "X22" "P104" "C2" "Compound" 0.81 1.585127202
"13944" 1 "T5" "P30" 30 "X27" "A161" "C3" "Compound" 0.875 1.585144928
"13945" 1 "T3" "P36" 36 "X25" "P141" "C3" "Compound" 0.669 1.585308057
"13946" 1 "T3" "P14" 14 "X85" "A111" "C4" "Compound" 0.696 1.585421412
"13947" 1 "T6" "P17" 17 "X41" "P183B" "Blank" "Blank" 0.872 1.585454545
"13948" 1 "T1" "P26" 26 "X46" "A28" "Blank" "Blank" 0.371 1.585470085
"13949" 1 "T2" "P20" 20 "X92" "P74A" "Blank" "Blank" 0.482 1.585526316
"13950" 1 "T1" "P15" 15 "X48" "A100" "Blank" "Blank" 0.176 1.585585586
